Unnamed: 0,verse,predicted_labels,predicted_scores
13," Always contented, self-centred, self-controlled, resolute, with mind and reason dedicated to Me, such a devotee of Mine is My beloved. ","devotion, peace, love, trust, awe, joy, detachment, hope","0.9953863024711609, 0.9940540194511414, 0.9908838272094727, 0.9151372313499451, 0.7660730481147766, 0.7556966543197632, 0.6910129189491272, 0.5701660513877869"
14," He who does not harm the world, and whom the world cannot harm, who is not carried away by any impulse of joy, anger or fear, such a one is My beloved. ","peace, love, detachment, devotion, trust, compassion","0.9884202480316162, 0.986289381980896, 0.9807732105255127, 0.9444281458854675, 0.9421463012695312, 0.9018964171409607"
15," He who expects nothing, who is pure, watchful, indifferent, unruffled, and who renounces all initiative, such a one is My beloved. ","detachment, love, peace, devotion, compassion, hope, trust, joy","0.9982097148895264, 0.9950684905052185, 0.9865992665290833, 0.9554005861282349, 0.7201557159423828, 0.6682791709899902, 0.6327111721038818, 0.5751981139183044"
16," He who is beyond joy and hate, who neither laments nor desires, to whom good and evil fortunes are the same, such a one is My beloved. ","love, detachment, peace, devotion, compassion, hope","0.9838325381278992, 0.979729950428009, 0.9522459506988525, 0.9325318932533264, 0.7165851593017578, 0.601868212223053"
17," He to whom friend and foe are alike, who welcomes equally honour and dishonour, heat and cold, pleasure and pain, who is enamoured of nothing, ","devotion, compassion, trust, awe, love, detachment, peace","0.959201991558075, 0.9082534313201904, 0.872687041759491, 0.7933864593505859, 0.7620428204536438, 0.6611282825469971, 0.5501192808151245"
18," Who is indifferent to praise and censure, who enjoys silence, who is contented with every fate, who has no fixed abode, who is steadfast in mind, and filled with devotion, such a one is My beloved. ","devotion, love, detachment, peace","0.99544757604599, 0.986598014831543, 0.9858233332633972, 0.9796940088272095"
19," Verily those who love the spiritual wisdom as I have taught, whose faith never fails, and who concentrate their whole nature on Me, they indeed are My most beloved. ","devotion, trust, love, awe, hope","0.9776381850242615, 0.9593267440795898, 0.939425528049469, 0.7117392420768738, 0.7015498876571655"
0,"This imperishable philosophy I taught to Viwaswana, the founder of the Sun dynasty, Viwaswana gave it to Manu the lawgiver, and Manu to King Ikshwaku! ","devotion, awe","0.9433252811431885, 0.5368486046791077"
1," The Divine Kings knew it, for it was their tradition. Then, after a long time, at last it was forgotten. ",devotion,0.629639983
2," It is the same ancient Path that I have now revealed to you, since you are My devotee and My friend. It is the supreme Secret. ",devotion,0.984670997
3,My Lord! Viwaswana was born before You; how then can You have revealed it to him? ,"surprise, awe, detachment, trust","0.9699461460113525, 0.8482046723365784, 0.5835181474685669, 0.5459222197532654"
4,"I have been born again and again, from time to time; you too,  My births are known to Me, but you know not yours. ","trust, detachment, devotion","0.8387205004692078, 0.7781997919082642, 0.5935906767845154"
5," I have no beginning. Though I am imperishable, as well as Lord of all that exists, yet by My own will and power do I manifest Myself. ","surprise, awe","0.6310158371925354, 0.5222858786582947"
6," Whenever spirituality decays and materialism is rampant, I reincarnate Myself! ",Neutral,
7," To protect the righteous, to destroy the wicked and to establish the kingdom of God, I am reborn from age to age. ","devotion, hope, awe, trust","0.9089370965957642, 0.8607712984085083, 0.6335117220878601, 0.5166847109794617"
8," He who realises the divine truth concerning My birth and life is not born again; and when he leaves his body, he becomes one with Me. ","devotion, trust, hope, awe","0.7877815961837769, 0.7504883408546448, 0.5724490284919739, 0.5370751023292542"
9," Many have merged their existences in Mine, being freed from desire, fear and anger, filled always with Me and purified by the illuminating flame of self-abnegation. ","peace, detachment, trust, hope, devotion","0.9144412279129028, 0.8011412024497986, 0.7954272627830505, 0.7259705066680908, 0.7132996916770935"
10," Howsoever men try to worship Me, so do I welcome them. By whatever path they travel, it leads to Me at last. ","devotion, hope, trust, compassion, love, peace","0.9390950798988342, 0.8747928142547607, 0.8731177449226379, 0.872211754322052, 0.8685646653175354, 0.8347371220588684"
11," Those who look for success, worship the Powers; and in this world their actions bear immediate fruit. ","devotion, hope, anticipation, awe","0.9798609614372253, 0.9294699430465698, 0.7276949286460876, 0.613259494304657"
12," The four divisions of society (the wise, the soldier, the merchant, the labourer) were created by Me, according to the natural distribution of Qualities and instincts. I am the author of them, though I Myself do no action, and am changeless. ",detachment,0.721794784
13," My actions do not fetter Me, nor do I desire anything that they can bring. He who thus realises Me is not enslaved by action. ","detachment, peace, trust, hope, surprise, devotion, awe","0.9243331551551819, 0.9022213816642761, 0.8927054405212402, 0.8370347023010254, 0.7441336512565613, 0.6411241888999939, 0.5600407719612122"
14," In the light of wisdom, our ancestors, who sought deliverance, performed their acts. Act you also, as did our fathers of old. ","hope, devotion, trust","0.9289499521255493, 0.6696130037307739, 0.5869033336639404"
15," What is action and what is inaction? It is a question which has bewildered the wise. But I will declare unto you the philosophy of action, and knowing it, you shall be free from evil. ","hope, surprise","0.7135419845581055, 0.7068508863449097"
16," It is necessary to consider what is right action, what is wrong action, and what is inaction, for mysterious is the law of action. ",Neutral,
17," He who can see inaction in action, and action in inaction, is the wisest among men. He is a saint, even though he still acts. ","detachment, devotion","0.6870976686477661, 0.6659301519393921"
18," The wise call him a sage, for whatever he undertakes is free from the motive of desire, and his deeds are purified by the fire of Wisdom. ","detachment, peace, devotion, awe, trust","0.9751697778701782, 0.8582269549369812, 0.7029300928115845, 0.5287460088729858, 0.5039015412330627"
19," Having surrendered all claim to the results of his actions, always contented and independent, in reality he does nothing, even though he is apparently acting. ","detachment, peace, surprise","0.9740509986877441, 0.8569444417953491, 0.6348485350608826"
20," Expecting nothing, his mind and personality controlled, without greed, doing bodily actions only; though he acts, yet he remains untainted. ","detachment, peace, trust, hope, devotion, awe","0.9818081855773926, 0.9646021723747253, 0.650292694568634, 0.6371403336524963, 0.5905071496963501, 0.5701954960823059"
21," Content with what comes to him without effort of his own, mounting above the pairs of opposites, free from envy, his mind balanced both in success and failure; though he acts, yet the consequences do not bind him. ","peace, detachment","0.9853376746177673, 0.973248302936554"
22," He who is without attachment, free, his mind centered in wisdom, his actions, being done as a sacrifice, leave no trace behind. ","detachment, peace, devotion, compassion, hope, awe","0.9846453070640564, 0.9153556823730469, 0.7815050482749939, 0.6563501358032227, 0.5395506620407104, 0.5315628051757812"
23," For him, the sacrifice itself is the Spirit; the Spirit and the oblation are one; it is the Spirit Itself which is sacrificed in Its own fire, and the man even in action is united with God, since while performing his act, his mind never ceases to be fixed on Him. ","devotion, hope, trust, awe","0.848825991153717, 0.7039105892181396, 0.6145643591880798, 0.5091069936752319"
24, Some sages sacrifice to the Powers; others offer themselves on the alter of the Eternal. ,devotion,0.84132278
25, Some sacrifice their physical senses in the fire of self-control; others offer up their contact with external objects in the sacrificial fire of their senses. ,Neutral,
26," Other again sacrifice their activities and their vitality in the Spiritual fire of selfabnegation, kindled by wisdom. ",detachment,0.964350581
27," And yet others offer as their sacrifice wealth, austerities and meditation. Monks wedded to their vows renounce their scriptural learning and even their spiritual powers. ",detachment,0.577346921
28," There are some who practise control of the Vital Energy and govern the subtle forces of Prana and Apana, thereby sacrificing their Prana unto Apana, or their Apana unto Prana. ",,
29," Others, controlling their diet, sacrifice their worldly life to the spiritual fire. All understand the principal of sacrifice, and by its means their sins are washed away. ",Neutral,
30," Tasting the nectar of immortality, as the reward of sacrifice, they reach the Eternal. This world is not for those who refuse to sacrifice; much less the other world. ","devotion, awe","0.8440051078796387, 0.6519902348518372"
